name,city,street_address,logo_url,latitude,longitude
The Multan Dental Surgery (Multan),Multan,"House 3, street,(A) Opp.Shan Medical Center New Multan Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Teeth and Braces Clinic,Multan,Business City Plaza Bosan Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
The Care Slimming Centre,Multan,Khan Medical City Nishtar Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
The Dental Experts (Multan),Multan,38-Zainab Plaza Nishtar Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
The Face Clinic,Multan,"Children Complex Hospital Rd, Mohalla Qadirabad punjab Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.195471,71.460937
The Gut Care Clinic,Multan,"Dost Plaza, Nishtar Rd, Al Rahim Colony Nishtar Rd, Al Rahim Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.203236,71.449007
The Heart Clinic,Multan,"Near Jamia Saqlain Road, Ahmad Park Wapda Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
The Hope Slimming Center,Multan,"Hospital Dr Bilal Malik, Railway Road Shujaabad Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,29.879714,71.311381
Suraya Medical Center,Multan,Opposite Mumtaz Abad park Vehari Road Gulzaib Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.172221,71.486308
Tabarak And Amjad Hospital,Multan,"Zaheer Hospital, Qadirpur Ran Khanewal Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.292394,71.666973
Taj Medical & Rheumatology Clinic,Multan,"Dost Plaza, Nishter Road Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Talal HospItal,Multan,Samijabad no 1 Multan SAMIJABAD Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Smile Signature Dental Clinic,Multan,"MZK Aesthetic & Stem Cell Clinic, Near Nadra Office, Opposite Mall of Bosan Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
SN Clinic,Multan,House No. 26 Green Avenue Housing Near Officers Town Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Speech Clinic by Madiha Hassan,Multan,"House No # 454, Block E Phase 1 Wapda Town Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Speech Clinic Madiha Hassan,Multan,"House No 454, E Block, Wapda Town Phase 1 Wapda Town Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Spring Hospital,Multan,Oppo. Madni Park near Passport Office New Multan Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Skin Care By Dr Summan,Multan,"New Shams Colony, New Jail Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Skin Clinic (Multan),Multan,"Opposite Baba Ice Cream Plus, Shaheena Ave Multan Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.225483,71.47353
Skintek Clinic,Multan,"2523-A, Near HighCourt Ghaus-e-Azam Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Skinthetics & Fitness Hub,Multan,"Bakhtawar Amin Medical Complex, Chungi no. 1 Suraj Miani Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.207628,71.436923
Slimming Expert,Multan,"Multan Trade Center, Khanewal Road, Opp Mepco Center Mehmoodabad Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Smile Brite Dental Orthodontics,Multan,"Mehar Center, 12-13 Nishtar Road Lalazar Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Seyal Medical Centre,Multan,Abbaspur Kachehri Chowk Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.244813,71.58627
Shahab Homoeopathic Clinic,Multan,Airport Rd Haji Pura Airport Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Shaista Clinic (Multan),Multan,Thana Chowk New Multan Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Shameem Akhter Clinic,Multan,Near Chungi number 9 opposite ahsan cars show room Kacheri Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Shamim Akhtar Clinic,Multan,"Near Chungi # 9, Opp. Ahsan Car Showroom Kachehri Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Shan e Muhammad Medical Center,Multan,Ghaus ul Azam Road Gillani Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Sherwani Gastro Care -  Orient Mall  Multan.,Multan,"ORIENT MALL, OPPOSITE CITY COLLEGE/DAEWOO TERMINAL, KHANEWAL ROAD Khanewal Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.210253,71.50779
Sherwani Gastro Care -  Orient Mall  Multan.,Multan,"ORIENT MALL, OPPOSITE CITY COLLEGE/DAEWOO TERMINAL, KHANEWAL ROAD Khanewal Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.210253,71.50779
Shine Skin Care Clinic,Multan,Near Barbecue Restaurant Model Town Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Siddqui Neuro Psychiatric Services Hospital,Multan,Commercial Area Northern Bypass Model Town Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.240281,71.540273
Skin & Laser Clinic (Multan),Multan,"First Floor, Dost Plaza Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Saima Akram Home Clinic,Multan,"House # 1167, Block R, Phase 2 Wapda Tow Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Saleem Surgical Hospital,Multan,"Bosan Rd, Bahadurpur Bosan Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.335159,71.484772
Sana Altaf PT (Physical Therapy) Care,Multan,Peeran Sahib colony Street No 4 Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Sarah Medical Complex,Multan,"Chowk Razaabad, Ghaus ul Azam Road  Near Police Training College Suraj Miani Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.21621,71.444641
Serenity Health Line clinic,Multan,Near bilal chowk old shujabad ameer hamza road Shujaabad Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Seyal Center,Multan,Off LMQ Road near The Grand Hotel Qadirabad Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.203672,71.457416
Royal neuro rehabilitation Centre,Multan,Officer colony house #5 opposite Mashallah electronic chase up Bosan Road Bosan Rd Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.230998,71.481024
Royal Rehabilitation Center,Multan,House no. 3 Income tax officer street opposite of MashaAllah Electronics near Attock pump Income Tax Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Sadeeq Clinic,Multan,"100 Feet Road, F Block, Housing Scheme Shah Rukn-e-Alam Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Sadiq Eye Clinic,Multan,"16-Khan Medical City, Nishter Road Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Saeeda Khanum Cardiac Clinic,Multan,Near Gulzar Masjid Mumtazabad Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Safia Medical Clinic,Multan,"Bahadar Pur, Near PSO Pump Street Bosan Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Rehman Rehabilitation Center,Multan,"T Chowk, L Block, Near Alnoor Function Hall Shah Rukn-e-Alam Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Rehmat Rehman Memorial Hospital,Multan,"Rehmat Rehman Street, Khanewal Road Shah Rukn-e-Alam Town Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
RHC Centre (Multan),Multan,Near Sher Shah Darbar Multan-Muzaffargarh Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Roshan Consicousness Center,Multan,"Near Metro Bus Station Sabzazar, Al Madina Hospital Street, Street 32, House # 07 Sabzazar Coloney Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Royal Health Care Clinic,Multan,"Gulshan Market, Block S, Near MCB Bank New Multan Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Royal Institute Of Medical Sciences (RIMS),Multan,"Street 2, near agriculture gate Bzu, Bahauddin Zakariya University MA Jinnah Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.253012,71.512971
Ramzan Clinic,Multan,Near Golden Factory Duniapur Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Rauf Dental Clinic (Multan),Multan,"126 E, Qaswar Gardezy Road Gulistan Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Raza Clinic,Multan,Wasil Wali Pul Suraj Miani Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Raza Lab,Multan,Mehroz Plaza Nishtar Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Reflections By Dr.Sara,Multan,"127 & 128 Commercial Market near Servaid Pharmacy, main chowk Model Town Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.244594,71.499133
Rehman Clinic,Multan,Opposite Rawal Health Center Sher Shah Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Psyche Care (Multan),Multan,"Gardezi Street Number 3, Nagana Chowk MA Jinnah Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Punjab Eye Care,Multan,"Gauri Laboaratory Plaza, Zaianab Arcade Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Punjab Eye Care (Garden Town),Multan,"Punjab Eye Care, Khalid Bin Waleed Street, in front of Lobs School Garden Town Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Qaisrani Medical Centre,Multan,Jail Road Mda Chowk Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.207744,71.44409
Raheela Memorial Dental Centre,Multan,111-A Gulgasht colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Rahimia Heart Care,Multan,"Nishter Road, Opposite Dost Plaza Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Physiofitness,Multan,Shah Rukne Alam Colony-299 B Block Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
PhysioMed Clinic,Multan,"Labour Road, Bahadurpur Bosan Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Physiotherapy Care Center,Multan,"House # 29, VIP Block, Garden City, Gulshane Yousaf Vehari Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Physiotherapy Clinic (Multan),Multan,"Multi Care Complex District Jail Road, Gillani Colony Jail Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Prime Dental Care Clinic,Multan,"Near Petrol Pump Opposite Bloom Field Hall School, Lateef Super Store Bypass Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.883129,35.455132
Prince Hotel Hospital,Multan,Nishtar Road Al-Rahim Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Ortho Clinic,Multan,"Clinic No. 16, Ground Floor, Dost Plaza Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Orthocare Clinic,Multan,Makhdum Rashid Makhdum Rashid Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Orthopedic Associates,Multan,Zainab Plaza Nishtar Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Pak Clinic,Multan,Multan Road Sodiwal Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Physio Rehab Clinic,Multan,"Shop No. 99, MDA Officers Co-Operative Society, Phase 1, Gate E, Near Wapda Town Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Physio-Point (Physiotherapy & Spine Rehabilitation Center),Multan,"Al-Rahman Street, Al Rahim Colony Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
The Physio Clinic,Multan,"Khan Centre, Abdali Rd Adali Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.014045,71.494942
The Physio College Rhebulation Science,Multan,Askari Bypass Kiywanpoor Road Old Shujabad Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
The Physio Hospital,Multan,Abdali No Docs Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.193751,71.454021
The Physio Therapy Hospital,Multan,303 B Mumtazabad Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
The Dental Pearl (Multan),Multan,"Dental pearl, Opp. Tasty Plus Amir Arcad Khanewal Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
The Dentistree,Multan,Al-Ikram Plaza Nishtar Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
The Doctors Clinic,Multan,"opposite butch vilas, bosan road Bosan Rd Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
The Kidney Clinic,Multan,"Shop No. 22 Ground Floor Dost Plaza, Nishter Road Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
The Liver & Gastro Clinic (Chungi No. 1),Multan,"Multan Medical Complex, near Chungi No. 1 Suraj Miani Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Talal Hospital Multan,Multan,"smejabad #1 ,40 futty multan samejabad Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.200923,71.529402
Talha Gynae and Children Clinic,Multan,440-E Block Near Jinnah Park Shah Rukn-e-Alam Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Sughran Wazeer Medical Complex & Diagnostic Center,Multan,"Near Multan Public School Road, Northern By Pass Bosan Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Shamshad Sugar Clinic (Multan),Multan,"Zainab Plaza, Near Ghouri Lab Main Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Noor Medical Center,Multan,Masoom Shah Road Writer Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Noshahi Hospital,Multan,"Chungi #, 4 Nanadla chwok, Nawabpur Rd, Multan, Nanadla chwok Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.431395,71.426235
ORACARE DENTAL CLINIC,Multan,"Main Zikriya Town, Near Street Number 23, Bosan Road Bosan Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.228715,71.488626
Oral & Dental Care,Multan,"Chenab Hospital Near Chungi # 1, Jinnah Town Jail Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Oral & Dental Clinic,Multan,"41-B, Commercial Area, Model Town B Model Town Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Oral Maxillofacial Surgery,Multan,Nishtar Institute Of Dentistry Nishtar Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Nai Zindgi Hospital,Multan,"Scheme Morr, Nawabpur Road, Multan Nawab Pur Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
National Pharmacy Clinic,Multan,Opposite DHA Gate Bosan road Bosan Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Navid e Shifa Clinic,Multan,"18-Dost Plaza, Nishar Road Nishar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.206574,71.448188
New Life Medicare and Maternity Clinic,Multan,Zakriya Town Multan Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Nighat Ataullah Clinic,Multan,58- Waqas Town Street 1-D Suraj Miani Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Nishtar Institute of Dentistry,Multan,"Jail Road, Jinnah Town Jail Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Mux Clinics,Multan,Near faisal real state adjacent bucch villas main gate Bosan Rd Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
My Aesthetics (Multan),Multan,"87-A Sheikh Abdul Hameed Rd, A Block Gulgasht Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.219103,71.470967
MZ Brain & Spine Care Clinic,Multan,near Bilal Chowk Old Shujabad Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Nafees Medi Care Hospital,Multan,Shaheena Avenue near Arain Street North Gulgasht Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.224947,71.473333
Nafeesa Clinic (Multan),Multan,"Nafeesa Saleem, Uc-2 Gulgasht Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Nafeez Medicare (Multan),Multan,Naka Chowk Gulgasht Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Multan PolyClinic,Multan,Near Anees Bhutta Pharmacy Nawab Pur Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Multan Ultrasound And Mammography Service,Multan,"Jail Rd, Ahsan Colony Gillani Colony Ahsan Colony Gillani Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.201298,71.438823
Multan Ultrasound And Mammography Service,Multan,"Jail Rd, Ahsan Colony Gillani Colony Ahsan Colony Gillani Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.201298,71.438823
Multi Care Complex,Multan,"Opposite Nishter Gate 5, Distt Jail Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Mohammad Medical Complex,Multan,"14 Eidgah Road, Eidgah Chowk Shamsabad Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Mohsin Medical Care,Multan,"House No. 153-C, Street Commando, Near Shah Shamas Park Rehmania Park Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Move Again Clinic,Multan,Green View Colony Qasim Pur Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
MS Homeo Clinic,Multan,Chowk Derkharan muzaffarbad road multan Multan Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Muhammadi Clinic,Multan,"Hashmi Street, Near Al Rahim Masjid, Savera Chowk Sidique Akbar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Multan Cancer Clinic,Multan,Chungi No. 1 Suraj Miani Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Multan Chest Clinic,Multan,"61 Dost Plaza, Nishtar Road Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Multan Clinic (Dr. Wajahat Tariq),Multan,"Dost Plaza, Nishtar Rd, Al Rahim Colony punjab Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.203033,71.448981
Multan Clinic (Dr. Wajahat Tariq),Multan,"Dost Plaza, Nishtar Rd, Al Rahim Colony punjab Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.203033,71.448981
Multan Clinic (Dr. Wajahat Tariq),Multan,"Dost Plaza, Nishtar Rd, Al Rahim Colony punjab Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.203033,71.448981
Multan Clinics (Women Care Clinic),Multan,Khan Village punjab Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.244156,71.47643
Multan Clinics New,Multan,Khan Village punjab Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.244158,71.476427
Multan Dental Art & Care,Multan,"Service Lane of Main GT Road, Opp. New Sabzi Mandi, Main Gate, 83 C Shah Rukn-e-Alam Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Multan Dental Care,Multan,M A Jinnah Rd MDA Officers Cooperative Housing Society Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.234893,71.516044
Multan Heart and Hormone Clinic,Multan,"Wasil Wala Road, New Airport Road Waqas Town Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Multan Institute of Cardiology,Multan,Abdali Road Abdali Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Multan Institute Of Kidney Diseases Hospital,Multan,"Multan-Muzaffargarh Rd Nazarpur, Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.110751,71.421164
Mind Care Center And Rehabilitation Unit,Multan,North Gulgasht Colony North Gulgasht Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.229879,71.47643
Mind Healing Psychology Services,Multan,"Dost Plaza, Near Zeenat Hospital Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Mind Matters Clinic (Multan),Multan,"House # 01, 1555A/1, Qasim Bela, Garden Town Road, Gulshan E Iqbal Garden Town Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Mishal Gynae Clinic,Multan,"Office No. 4, Al-Rahim Colony, Dost Plaza Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Mansoor Clinic (Multan),Multan,"Mansoor Clinic, 1745-P, Phase 2 Wapda Town Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Maqbool Clinic (Multan),Multan,"Chungi No-8,1 Nawaz Pur Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Maryam clinic (Dahank),Multan,Alraheem Chowk Masoom Shah Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Maryam Clinic (Multan),Multan,"Shop# 12, Jamia Masjid Umer Bin Khataab, Near T-Chowk, F Block Shah Rukn-e-Alam Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
MASH Medical Centre,Multan,First Floor Shujra Tower Gillani Colony Gillani Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.195525,71.439379
Masood Chest Clinic,Multan,Bata Chowk Gulgasht Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,6.078208,-8.124859
Mch Centre,Multan,"Multan-Vehari Rd, Jhok Lashkarpur Makhdum Rashid Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.174402,71.463027
Medical Zone,Multan,"Lakkar Mandi, Duniyapur Road, Near Hadi Building Material Shujabad Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Medilinks,Multan,"Justice Hamid Colony, Behind Prince Hotel Street Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Mehmooda Clinic,Multan,AlHamd Commercial Center Budhla Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Mental Health Services,Multan,137-E Phase 1 Wapda town Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Mind Care Center And Rehabilitation Unit,Multan,North Gulgasht Colony North Gulgasht Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.229879,71.47643
Life Care Clinic,Multan,"Street 38, Near Water Plant Zikriya Town Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Life Care Psychological Clinic,Multan,"Indus oil mils, Central Jail Road Central jail road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
LIFE IVF Multan,Multan,"Mehar Centre, Nishtar Road Lalazar Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Lithography Life Centre (Multan),Multan,"Nishtar Road, Al Rahim Colony punjab Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.203126,71.448605
M.A.S.H. Medical Centre,Multan,First Floor Shujra Tower Gillani Colony Gillani Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,30.195515,71.439378
Madni Homeopathic Clinic,Multan,"D-Market, 373 K Block, Mulaha Shah Ashraf Shah Rukn-e-Alam Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Khaliq Hospital,Multan,Basti Khawaja Post Office Khas Jalal Pur Pirwala Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Khan Maternity and Surgical Hospital,Multan,"1808, New Shalimar Colony, Near Mahmood Gym and Smart School Bosan Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Khan Poly Clinic,Multan,"Dost Plaza, Nishtar Rd, Al Rahim Colony Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Lab Point Clinic,Multan,"Shop No. 24, Ground Floor, Dost Plaza, Main Nishter Road Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Laeeq Rafique Hospital,Multan,"Yaqoob Center, Shara-e-Rashid Gulabi Wala Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.039413,71.495845
Laser Eye Centre,Multan,"Zainab Arcade Near Ghauri Lab, Nishter Road Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
KAIMS Institute of Rehabilitation Centre,Multan,Mati Tal cross Multan Bypass Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Kaims Nutri Clinic,Multan,"Kaims International Institute, Model Town Northen Bypass, Near Bosan Road Model Town Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Kainat Clinic (Multan),Multan,"Kainat Clinic, Nawan Shehr Hazuri Bagh Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Kehkashan Clinic (Multan),Multan,Jan Muhammad Chowk Masoom Shah Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Kehkashan Meternity Home (Multan),Multan,Near Jalal Masjid Gulgasht Colony Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Khadija Clinic (Multan),Multan,"Shop # 2-A, Ground Floor, Dost Plaza, Near Advance Radiology Lab Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Infant & Child Care Clinic,Multan,Inside Rehman Medical Complex Nishtar Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Iqbal Medical Complex,Multan,Near Ali Medical Centre Sewra Road Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Jahangir Children Clinic,Multan,"Near Habib Bank, Pak Gate Nasirabad Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Jamal chest care,Multan,opposite gate no 05 NMU punjab Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Jinna Medical Complex (Multan),Multan,"Nishter Road, Uc-57 Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Muneer Gastro & Liver Clinic,Multan,"Near Zeenat Hospital, Ground Floor, Dost Plaza Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Musarat Day Care,Multan,"Plot 128, Model Town B Block Model Town Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Muhammadi Physiotherapy Rehabilitation and Hijama Center,Multan,St 7 Rehman Colony Near Allah Shafi Chowk Lodhi Colony Road Multan Multan,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Modern Dental & Aesthetic Clinic,Multan,"Street #15, Main Road Shalimar Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Mohammad Imran Nazir Clinic,Multan,"Dost Plaza, Nishter Road Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Hope Aesthetic & Dermatology Clinic,Multan,"79- A, Adjacent to Avalon Hotel, Oppo. Chopper Tower, Ground Floor, Near London Courtyard Restaurant Gulgasht Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Husnain Physio & Rehab Clinic,Multan,"Shop # 23, Alam Sher Center, Near Multan MRI, Nishtar Chowk Nishtar Road Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Huzaifa Homeopathic Clinic,Multan,"6C5X+PVJ, Tariqabad punjab Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.209346,71.44965
Iffat Clinic and Maternity Home,Multan,"6G3G+VX5, Tariq Lala Shaheed Rd, Sarwar Town piran ghaib road punjab Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,30.20552,71.527827
Ijaz Hospital (IJZ Clinic),Multan,"IJZ Clinic, Eid Gah Chowk, Khanewal Road Shamsabad Colony Multan",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
